Time,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
0,5.36343765858237,-9.20054613409502,-14.1034734215391,-8.43338701698758,-3.12141790668102,-3.76432443002341,-13.918462487859,27.8101107725743,-7.67539214688259,4.11506912074219,11.5714225149577,89.6568692398669,-269.476546780276,-3.91372593805954
0.0078082298742875,8.05582047108237,-3.94419847784502,-12.0522038902891,0.541222358012419,0.596843812068983,-2.61051583627341,-15.457036706609,18.8355013975743,-15.8809585531326,-2.55143478550781,2.8536490774577,80.8106778336169,-273.963607327151,-6.22134312555954
0.015616459748575,10.1070900023324,0.286270272154979,-11.4110906090391,3.36153485801242,3.67350396831898,-2.61051583627341,-15.072271081609,9.09233733507426,-22.6753921468826,-3.44889572300781,2.7252311087077,76.7081387711169,-271.271224514651,-4.55483921930954
0.0234246896228625,6.00455093983237,-2.14927660284502,-13.8471257652891,-0.0998909232375809,3.03287896831898,-6.58512521127341,-21.098149987859,4.22026702257426,-29.0860366781326,-9.73112228550781,0.289684233707703,76.5797208023669,-273.066146389651,-7.50356968805954
0.03123291949715,4.59439468983237,-3.30308519659502,-15.1293523277891,-2.79227373573758,2.26334771831898,-9.79020333627341,-25.072271081609,-3.85639313367574,-32.0347671468826,-17.4230168167578,-10.6077767037923,71.5797208023669,-284.091781155276,-15.0675345318095
0.0390411493714375,5.23501968983237,-1.76499925909502,-13.7191960777891,-0.356238579487581,2.39176568706898,-9.27750802377341,-21.610845300359,-11.9335415711757,-32.5474624593826,-18.4488957230078,-17.0184212350423,64.0157559586169,-288.194320217776,-17.7599173443095
0.046849379245725,-0.79037093516763,-3.94419847784502,-12.9496648277891,1.18184735801242,2.00700006206898,-6.32877755502341,-15.713384362859,-6.80512360242574,-31.7779312093826,-14.7311222855078,-13.3001595162923,69.0157559586169,-284.732894436526,-14.0421439068095
0.0546576091200125,-6.30306624766763,-6.38023363409502,-14.3598210777891,-6.25369951698758,0.340496155818983,-4.91813302377341,-11.995610925359,3.06645842882426,-27.8038101156326,-12.8077824417578,-9.4539681100423,76.7081387711169,-286.271224514651,-18.6573782818095
0.0624658389943,-8.86751937266763,-5.99546800909502,-14.6166570152891,-12.0232307669876,-0.941730406681017,-4.14909005502341,-11.995610925359,3.96391936632426,-26.3936538656326,-13.9615910355078,-8.0438118600423,74.5284512711169,-286.143050686526,-29.8111868755595
0.0702740688685875,-16.6878318726676,-12.277694571595,-16.5395085777891,-12.4075081107376,-0.556964781681017,-4.02116036752341,-12.893071862859,3.19487639757426,-25.4961929281326,-12.8077824417578,-6.8900032662923,73.2467129898669,-283.322494045901,-32.8883353130595
0.078082298742875,-18.9954490601676,-19.328964102845,-17.5653874840391,-14.7156135794876,0.596843812068983,-2.86686349252341,-13.277837487859,6.78423186632426,-17.1626968343826,-6.65397384800781,-4.5823860787923,75.5543301773669,-286.655990139651,-31.0934134380595
0.0858905286171625,-10.7903709351676,-14.841659415345,-16.6679265465391,-14.0745002982376,-0.0442694691810175,-3.63639474252341,-12.636724206609,11.5278842100743,-12.4190444906326,-2.93620041050781,-4.4539681100423,76.9644864273669,-287.296859280276,-33.0162650005595
0.09369875849145,-6.55990218516763,-6.63658129034502,-16.7958562340391,-9.33084795448758,-1.32649603168102,-8.76432443002341,-12.764653894109,14.2202670225743,-13.7012710531326,-0.243817598007809,-1.6336556100423,77.4771817398669,-279.219954983401,-29.6832571880595
0.101506988365737,-11.4314842164176,-5.99546800909502,-20.2572820152891,-9.33084795448758,-0.813312437931017,-9.79020333627341,-14.303228112859,10.1177279600743,-12.4190444906326,3.60237380824219,-0.0950813912922968,76.0670254898669,-275.886703030276,-22.1188040630595
0.109315218240025,-17.2005271851676,-12.405624259095,-26.5395085777891,-12.4075081107376,0.0841484995689825,-7.48258614877341,-15.457036706609,-0.394967352425738,-15.6241226156326,-3.19254806675781,-7.2747688912923,76.1954434586169,-279.348128811526,-25.9649954693095
0.117123448114312,-21.8162498414176,-15.354354727845,-30.1293523277891,-12.1511604544876,0.212078187068983,-5.30289864877341,-15.457036706609,-9.49750641492574,-27.1626968343826,-14.4747746292578,-16.8900032662923,73.5030606461169,-285.245589749026,-37.8883353130595
0.1249316779886,-25.9187889039176,-15.098007071595,-31.7958562340391,-14.5871956107376,-2.22395696918102,-3.50797677377341,-13.149419519109,-8.85639313367574,-31.2652358968826,-16.7823918167578,-18.9412727975423,62.3492520523669,-291.527816311526,-47.1188040630595
0.132739907862888,-26.0467185914176,-16.123885977845,-29.4882390465391,-17.2795784232376,-2.99299993793102,-3.38004708627341,-11.098149987859,0.246145928824262,-23.0601577718826,-16.5260441605078,-15.2234993600423,60.4259122086169,-291.271224514651,-49.4269095318095
0.140548137737175,-23.2264060914176,-16.123885977845,-24.3598210777891,-13.9460823294876,0.853191468318983,-3.38004708627341,-9.68799373785896,6.91264983507426,-14.4703140218826,-13.1925480667578,-16.8900032662923,70.8106778336169,-288.066146389651,-48.4010306255595
0.148356367611462,-23.3543357789176,-15.610702384095,-24.2318913902891,-11.6384651419876,2.13541803081898,-2.22623849252341,-7.76465389410896,6.39995452257426,-13.1885757406326,-6.39762619175781,-17.1463509225423,75.8106778336169,-287.681624905276,-48.9137259380595
0.15616459748575,-34.8929099976676,-16.764999259095,-27.9496648277891,-15.6125862357376,-0.556964781681017,-2.86686349252341,-6.86719295660896,7.68169280382426,-16.1373062093826,-10.5001652542578,-12.7874642037923,74.2721036148669,-290.502181545901,-51.0934134380595
0.163972827360037,-41.3030662476676,-12.661971915345,-26.4110906090391,-15.3562385794876,-1.83919134418102,-4.02116036752341,-4.17529842535896,11.2715365538243,-15.6241226156326,-12.2950871292578,-10.2234993600423,75.5543301773669,-287.937972561526,-51.8624564068095
0.171781057234325,-29.3802146851676,-3.55943285284502,-19.7445867027891,-8.94608232948758,-1.19807806293102,-0.687664273773407,-1.61084530035896,10.8867709288243,-12.6753921468826,-3.57731369175781,-3.9412727975423,78.7594083023669,-275.758529202151,-49.0421439068095
0.179589287108612,-20.7903709351676,-0.995468009095021,-19.6166570152891,-8.04862139198758,0.724773499568983,0.0818669762265927,-6.48291561285896,8.57915374132426,-12.0347671468826,-7.16666916050781,0.417613921207703,80.6822598648669,-270.245589749026,-45.9649954693095
0.1873975169829,-26.1751365601676,-2.14927660284502,-23.4623601402891,-10.6125862357376,3.41715631206898,-3.50797677377341,-12.508306237859,4.60503264757426,-15.3677749593826,-17.4230168167578,-7.1463509225423,77.4771817398669,-278.835433499026,-51.2213431255595
0.195205746857187,-31.9441795289176,-1.25181566534502,-28.4623601402891,-8.56131670448758,1.75065240581898,-6.32877755502341,-13.405767175359,-5.90766266492574,-23.5728530843826,-16.7823918167578,-20.3514290475423,65.1695645523669,-287.681624905276,-62.7599173443095
0.203013976731475,-32.0725974976676,-2.53404222784502,-35.5136296715391,-9.20242998573758,-1.83919134418102,-7.61051583627341,-13.149419519109,-12.0619595399257,-24.5987319906326,-13.5773136917578,-23.4285774850423,57.6055997086169,-287.937972561526,-65.4523001568095
0.210822206605762,-34.8929099976676,-7.53404222784502,-36.2831609215391,-14.5871956107376,-1.58284368793102,-6.58512521127341,-10.200689050359,-4.11322907117574,-15.6241226156326,-10.7565129105078,-19.5823860787923,65.0416348648669,-288.963607327151,-63.0162650005595
0.21863043648005,-36.9441795289176,-13.559432852845,-32.5653874840391,-15.3562385794876,-0.685382750431017,-2.99528146127341,-3.79053280035896,5.24614592882426,-12.5474624593826,-4.98746994175781,-19.4539681100423,72.2208340836169,-292.553451077151,-64.0421439068095
0.226438666354337,-31.9441795289176,-12.149276602845,-31.4110906090391,-12.6643440482376,-1.32649603168102,-0.431316617523407,-1.48291561285896,6.39995452257426,-15.3677749593826,-4.73112228550781,-17.6590462350423,75.2979825211169,-287.040511624026,-55.5807181255595
0.234246896228625,-23.2264060914176,-5.86753832159502,-30.5136296715391,-12.0232307669876,-2.09553900043102,0.594562288726593,-0.96973201910896,8.19487639757426,-12.4190444906326,-0.500165254257809,-7.7874642037923,85.8106778336169,-272.168685452151,-38.0162650005595
0.242055126102912,-10.5340232789176,-3.55943285284502,-26.7958562340391,-11.8948127982376,-0.300617125431017,-0.174968961273407,1.85058048089104,6.91264983507426,-11.5215835531326,1.55110427699219,0.802379546207703,93.6309903336169,-267.553451077151,-27.8883353130595
0.2498633559772,1.51724625233237,-2.79038988409502,-24.7445867027891,-10.8694221732376,3.41715631206898,-1.20035958627341,0.69677188714104,-3.08735016492574,-18.0601577718826,-11.9103215042578,-5.3514290475423,86.9644864273669,-276.143050686526,-28.7857962505595
0.257671585851487,9.72232437733237,0.286270272154979,-27.3085515465391,-8.17703936073758,2.13541803081898,-0.944011930023407,-4.55957576910896,-8.85639313367574,-16.9063491781326,-11.7823918167578,-5.9925423287923,83.8873379898669,-268.579085842776,-21.3497610943095
0.265479815725775,23.3121681273324,6.44056714715498,-21.9242742027891,-1.51004717323758,0.340496155818983,-0.944011930023407,-10.841802331609,-6.67719391492574,-13.1885757406326,-2.03873947300781,5.5460318899577,91.3233731461169,-253.963607327151,-2.63198765680954
0.273288045600062,37.9274025023324,14.260879647155,-13.2060124840391,5.66915204551242,4.82731256206898,-2.22623849252341,-14.815923425359,-8.98481110242574,-18.7012710531326,-9.73112228550781,0.417613921207703,89.5284512711169,-258.835433499026,2.88119593694046
0.28109627547435,40.4913673460824,13.748184334655,-10.7704656090391,5.79757001426242,6.36588678081898,-1.71305489877341,-9.94434139410896,-12.1898892274257,-22.1626968343826,-12.9362004105078,-5.2234993600423,89.6568692398669,-261.527816311526,0.316742811940458
0.288904505348637,43.8248634398324,11.568496834655,-9.87300467153909,5.92549970176242,5.98160943706898,-0.431316617523407,-5.45703670660896,-6.93354157117574,-13.9576187093826,1.42268630824219,15.8023795462077,106.708138771117,-243.579085842776,14.5476998431905
0.296712735222925,50.3634376585824,17.338028084655,-10.2572820152891,11.1818473580124,7.51969537456898,-1.32877755502341,-10.841802331609,-3.08735016492574,-9.08603667813259,3.98713943324219,21.8277701712077,110.554330177367,-237.553451077151,23.9065865619405
0.304520965097212,47.9274025023324,20.286270272155,-13.3344304527891,13.7463004830124,4.05826959331898,-1.71305489877341,-12.380376550359,-4.11322907117574,-15.4961929281326,-5.11539962925781,-3.0438118600423,93.5030606461169,-255.886703030276,7.62435999944046
0.3123291949715,49.8507423460824,24.260879647155,-11.6679265465391,16.5666129830124,0.724773499568983,-0.0465509925234073,-1.99561092535896,-4.24115875867574,-17.4190444906326,-4.73112228550781,-8.5565071725423,89.2721036148669,-261.655990139651,-0.195952500559542
0.320137424845787,58.3121681273324,27.594375740905,-7.30855154653909,17.2077262642624,5.21207818706898,-0.0465509925234073,4.03026798089104,-4.75385407117574,-11.2652358968826,-3.83366134800781,7.3409537649577,97.7335293961169,-250.245589749026,10.3167428119405
0.327945654720075,52.2862892210824,19.901992928405,-11.4110906090391,6.05391767051242,9.82731256206898,-0.559246305023407,0.31200626214104,-5.01069000867574,-10.3677749593826,-3.32047775425781,7.8536490774577,92.6055997086169,-248.066146389651,10.9578560931905
0.335753884594362,48.5685157835824,17.594375740905,-14.7445867027891,4.38741376426242,12.776043030819,0.722491976226593,-0.32910701910896,-4.11322907117574,-14.2139663656326,0.268877714492191,3.2379264212077,88.5030606461169,-248.194320217776,7.75277796819046
0.34356211446865,60.7482032835824,28.107071053405,-11.0268132652891,18.6178825142624,17.904460999569,0.466144319976593,3.77343204339104,-4.75385407117574,-13.9576187093826,1.55110427699219,13.4947623587077,101.708138771117,-237.040511624026,14.8040474994405
0.351370344342937,63.1837501585824,30.029922615905,-11.0268132652891,18.3615348580124,11.622234437069,-2.22623849252341,-2.25195858160896,-8.21576813367574,-10.7525405843826,1.16633865199219,22.2125357962077,108.503060646117,-229.604720608401,21.0862740619405
